game_id,game_date,season,away,home,away_score,home_score,status,stadium
20240607-Orix_Buffaloes-Yomiuri_Giants,2024-06-07 18:00:00,2024,Orix Buffaloes,Yomiuri Giants,2.0,0.0,Final,東京ドーム
20240607-Saitama_Seibu_Lions-Hanshin_Tigers,2024-06-07 18:00:00,2024,Saitama Seibu Lions,Hanshin Tigers,1.0,5.0,Final,甲子園
20240607-Tohoku_Rakuten_Golden_Eagles-Chunichi_Dragons,2024-06-07 18:00:00,2024,Tohoku Rakuten Golden Eagles,Chunichi Dragons,2.0,0.0,Final,バンテリンドーム
20240608-Chiba_Lotte_Marines-Hiroshima_Toyo_Carp,2024-06-08 14:00:00,2024,Chiba Lotte Marines,Hiroshima Toyo Carp,3.0,1.0,Final,マツダスタジアム
20240608-Fukuoka_SoftBank_Hawks-Yokohama_DeNA_BayStars,2024-06-08 14:00:00,2024,Fukuoka SoftBank Hawks,Yokohama DeNA BayStars,5.0,3.0,Final,横 浜
20240608-Hokkaido_Nippon-Ham_Fighters-Tokyo_Yakult_Swallows,2024-06-08 14:00:00,2024,Hokkaido Nippon-Ham Fighters,Tokyo Yakult Swallows,3.0,6.0,Final,神 宮
20240608-Orix_Buffaloes-Yomiuri_Giants,2024-06-08 14:00:00,2024,Orix Buffaloes,Yomiuri Giants,5.0,0.0,Final,東京ドーム
20240608-Saitama_Seibu_Lions-Hanshin_Tigers,2024-06-08 14:00:00,2024,Saitama Seibu Lions,Hanshin Tigers,1.0,4.0,Final,甲子園
20240608-Tohoku_Rakuten_Golden_Eagles-Chunichi_Dragons,2024-06-08 14:00:00,2024,Tohoku Rakuten Golden Eagles,Chunichi Dragons,7.0,2.0,Final,バンテリンドーム
20240609-Chiba_Lotte_Marines-Hiroshima_Toyo_Carp,2024-06-09 13:30:00,2024,Chiba Lotte Marines,Hiroshima Toyo Carp,1.0,4.0,Final,マツダスタジアム
20240609-Hokkaido_Nippon-Ham_Fighters-Tokyo_Yakult_Swallows,2024-06-09 13:30:00,2024,Hokkaido Nippon-Ham Fighters,Tokyo Yakult Swallows,0.0,1.0,Final,神 宮
20240609-Tohoku_Rakuten_Golden_Eagles-Chunichi_Dragons,2024-06-09 13:30:00,2024,Tohoku Rakuten Golden Eagles,Chunichi Dragons,1.0,3.0,Final,バンテリンドーム
20240609-Fukuoka_SoftBank_Hawks-Yokohama_DeNA_BayStars,2024-06-09 14:00:00,2024,Fukuoka SoftBank Hawks,Yokohama DeNA BayStars,5.0,8.0,Final,横 浜
20240609-Orix_Buffaloes-Yomiuri_Giants,2024-06-09 14:00:00,2024,Orix Buffaloes,Yomiuri Giants,4.0,1.0,Final,東京ドーム
20240609-Saitama_Seibu_Lions-Hanshin_Tigers,2024-06-09 14:00:00,2024,Saitama Seibu Lions,Hanshin Tigers,0.0,3.0,Final,甲子園
20240611-Chunichi_Dragons-Hokkaido_Nippon-Ham_Fighters,2024-06-11 18:00:00,2024,Chunichi Dragons,Hokkaido Nippon-Ham Fighters,4.0,0.0,Final,エスコンＦ
20240611-Hanshin_Tigers-Orix_Buffaloes,2024-06-11 18:00:00,2024,Hanshin Tigers,Orix Buffaloes,0.0,4.0,Final,京セラD大阪
20240611-Hiroshima_Toyo_Carp-Saitama_Seibu_Lions,2024-06-11 18:00:00,2024,Hiroshima Toyo Carp,Saitama Seibu Lions,2.0,1.0,Final,ベルーナドーム
20240611-Tokyo_Yakult_Swallows-Fukuoka_SoftBank_Hawks,2024-06-11 18:00:00,2024,Tokyo Yakult Swallows,Fukuoka SoftBank Hawks,2.0,4.0,Final,みずほPayPay
20240611-Yokohama_DeNA_BayStars-Chiba_Lotte_Marines,2024-06-11 18:00:00,2024,Yokohama DeNA BayStars,Chiba Lotte Marines,4.0,0.0,Final,ZOZOマリン
20240611-Yomiuri_Giants-Tohoku_Rakuten_Golden_Eagles,2024-06-11 18:00:00,2024,Yomiuri Giants,Tohoku Rakuten Golden Eagles,6.0,7.0,Final,楽天モバイル
20240612-Chunichi_Dragons-Hokkaido_Nippon-Ham_Fighters,2024-06-12 18:00:00,2024,Chunichi Dragons,Hokkaido Nippon-Ham Fighters,0.0,7.0,Final,エスコンＦ
20240612-Hanshin_Tigers-Orix_Buffaloes,2024-06-12 18:00:00,2024,Hanshin Tigers,Orix Buffaloes,0.0,4.0,Final,京セラD大阪
20240612-Hiroshima_Toyo_Carp-Saitama_Seibu_Lions,2024-06-12 18:00:00,2024,Hiroshima Toyo Carp,Saitama Seibu Lions,0.0,5.0,Final,ベルーナドーム
20240612-Tokyo_Yakult_Swallows-Fukuoka_SoftBank_Hawks,2024-06-12 18:00:00,2024,Tokyo Yakult Swallows,Fukuoka SoftBank Hawks,9.0,3.0,Final,みずほPayPay
20240612-Yokohama_DeNA_BayStars-Chiba_Lotte_Marines,2024-06-12 18:00:00,2024,Yokohama DeNA BayStars,Chiba Lotte Marines,13.0,3.0,Final,ZOZOマリン
20240612-Yomiuri_Giants-Tohoku_Rakuten_Golden_Eagles,2024-06-12 18:00:00,2024,Yomiuri Giants,Tohoku Rakuten Golden Eagles,4.0,5.0,Final,楽天モバイル
20240613-Chunichi_Dragons-Hokkaido_Nippon-Ham_Fighters,2024-06-13 18:00:00,2024,Chunichi Dragons,Hokkaido Nippon-Ham Fighters,4.0,9.0,Final,エスコンＦ
20240613-Hanshin_Tigers-Orix_Buffaloes,2024-06-13 18:00:00,2024,Hanshin Tigers,Orix Buffaloes,5.0,0.0,Final,京セラD大阪
20240613-Hiroshima_Toyo_Carp-Saitama_Seibu_Lions,2024-06-13 18:00:00,2024,Hiroshima Toyo Carp,Saitama Seibu Lions,5.0,0.0,Final,ベルーナドーム
20240613-Tokyo_Yakult_Swallows-Fukuoka_SoftBank_Hawks,2024-06-13 18:00:00,2024,Tokyo Yakult Swallows,Fukuoka SoftBank Hawks,3.0,6.0,Final,みずほPayPay
20240613-Yokohama_DeNA_BayStars-Chiba_Lotte_Marines,2024-06-13 18:00:00,2024,Yokohama DeNA BayStars,Chiba Lotte Marines,3.0,1.0,Final,ZOZOマリン
20240613-Yomiuri_Giants-Tohoku_Rakuten_Golden_Eagles,2024-06-13 18:00:00,2024,Yomiuri Giants,Tohoku Rakuten Golden Eagles,0.0,3.0,Final,楽天モバイル
20240614-Chunichi_Dragons-Chiba_Lotte_Marines,2024-06-14 18:00:00,2024,Chunichi Dragons,Chiba Lotte Marines,4.0,3.0,Final,ZOZOマリン
20240614-Hiroshima_Toyo_Carp-Tohoku_Rakuten_Golden_Eagles,2024-06-14 18:00:00,2024,Hiroshima Toyo Carp,Tohoku Rakuten Golden Eagles,1.0,0.0,Final,楽天モバイル
20240614-Tokyo_Yakult_Swallows-Orix_Buffaloes,2024-06-14 18:00:00,2024,Tokyo Yakult Swallows,Orix Buffaloes,5.0,3.0,Final,京セラD大阪
20240614-Yokohama_DeNA_BayStars-Saitama_Seibu_Lions,2024-06-14 18:00:00,2024,Yokohama DeNA BayStars,Saitama Seibu Lions,5.0,1.0,Final,ベルーナドーム
20240614-Yomiuri_Giants-Hokkaido_Nippon-Ham_Fighters,2024-06-14 18:00:00,2024,Yomiuri Giants,Hokkaido Nippon-Ham Fighters,7.0,2.0,Final,エスコンＦ
20240614-Hanshin_Tigers-Fukuoka_SoftBank_Hawks,2024-06-14 18:30:00,2024,Hanshin Tigers,Fukuoka SoftBank Hawks,0.0,2.0,Final,みずほPayPay
20240615-Chunichi_Dragons-Chiba_Lotte_Marines,2024-06-15 14:00:00,2024,Chunichi Dragons,Chiba Lotte Marines,0.0,10.0,Final,ZOZOマリン
20240615-Hiroshima_Toyo_Carp-Tohoku_Rakuten_Golden_Eagles,2024-06-15 14:00:00,2024,Hiroshima Toyo Carp,Tohoku Rakuten Golden Eagles,4.0,3.0,Final,楽天モバイル
20240615-Tokyo_Yakult_Swallows-Orix_Buffaloes,2024-06-15 14:00:00,2024,Tokyo Yakult Swallows,Orix Buffaloes,3.0,9.0,Final,京セラD大阪
20240615-Yokohama_DeNA_BayStars-Saitama_Seibu_Lions,2024-06-15 14:00:00,2024,Yokohama DeNA BayStars,Saitama Seibu Lions,4.0,0.0,Final,ベルーナドーム
20240615-Hanshin_Tigers-Fukuoka_SoftBank_Hawks,2024-06-15 18:00:00,2024,Hanshin Tigers,Fukuoka SoftBank Hawks,2.0,6.0,Final,みずほPayPay
20240615-Yomiuri_Giants-Hokkaido_Nippon-Ham_Fighters,2024-06-15 18:00:00,2024,Yomiuri Giants,Hokkaido Nippon-Ham Fighters,2.0,0.0,Final,エスコンＦ
20240616-Hiroshima_Toyo_Carp-Tohoku_Rakuten_Golden_Eagles,2024-06-16 13:00:00,2024,Hiroshima Toyo Carp,Tohoku Rakuten Golden Eagles,3.0,5.0,Final,楽天モバイル
20240616-Tokyo_Yakult_Swallows-Orix_Buffaloes,2024-06-16 13:00:00,2024,Tokyo Yakult Swallows,Orix Buffaloes,5.0,4.0,Final,京セラD大阪
20240616-Yokohama_DeNA_BayStars-Saitama_Seibu_Lions,2024-06-16 13:00:00,2024,Yokohama DeNA BayStars,Saitama Seibu Lions,5.0,0.0,Final,ベルーナドーム
20240616-Chunichi_Dragons-Chiba_Lotte_Marines,2024-06-16 14:00:00,2024,Chunichi Dragons,Chiba Lotte Marines,2.0,7.0,Final,ZOZOマリン
20240616-Hanshin_Tigers-Fukuoka_SoftBank_Hawks,2024-06-16 14:00:00,2024,Hanshin Tigers,Fukuoka SoftBank Hawks,4.0,1.0,Final,みずほPayPay
20240616-Yomiuri_Giants-Hokkaido_Nippon-Ham_Fighters,2024-06-16 14:00:00,2024,Yomiuri Giants,Hokkaido Nippon-Ham Fighters,3.0,3.0,Final,エスコンＦ
20240618-Hokkaido_Nippon-Ham_Fighters-Hanshin_Tigers,2024-06-18 18:00:00,2024,Hokkaido Nippon-Ham Fighters,Hanshin Tigers,1.0,2.0,Final,甲子園
20240621-Chiba_Lotte_Marines-Fukuoka_SoftBank_Hawks,2024-06-21 18:00:00,2024,Chiba Lotte Marines,Fukuoka SoftBank Hawks,4.0,9.0,Final,北九州
20240621-Hiroshima_Toyo_Carp-Chunichi_Dragons,2024-06-21 18:00:00,2024,Hiroshima Toyo Carp,Chunichi Dragons,0.0,1.0,Final,バンテリンドーム
20240621-Saitama_Seibu_Lions-Orix_Buffaloes,2024-06-21 18:00:00,2024,Saitama Seibu Lions,Orix Buffaloes,0.0,2.0,Final,京セラD大阪
20240621-Tohoku_Rakuten_Golden_Eagles-Hokkaido_Nippon-Ham_Fighters,2024-06-21 18:00:00,2024,Tohoku Rakuten Golden Eagles,Hokkaido Nippon-Ham Fighters,9.0,9.0,Final,エスコンＦ
20240621-Tokyo_Yakult_Swallows-Yomiuri_Giants,2024-06-21 18:00:00,2024,Tokyo Yakult Swallows,Yomiuri Giants,4.0,2.0,Final,東京ドーム
20240621-Yokohama_DeNA_BayStars-Hanshin_Tigers,2024-06-21 18:00:00,2024,Yokohama DeNA BayStars,Hanshin Tigers,0.0,1.0,Final,甲子園
20240622-Chiba_Lotte_Marines-Fukuoka_SoftBank_Hawks,2024-06-22 14:00:00,2024,Chiba Lotte Marines,Fukuoka SoftBank Hawks,1.0,3.0,Final,みずほPayPay
20240622-Hiroshima_Toyo_Carp-Chunichi_Dragons,2024-06-22 14:00:00,2024,Hiroshima Toyo Carp,Chunichi Dragons,3.0,1.0,Final,バンテリンドーム
20240622-Saitama_Seibu_Lions-Orix_Buffaloes,2024-06-22 14:00:00,2024,Saitama Seibu Lions,Orix Buffaloes,4.0,2.0,Final,京セラD大阪
20240622-Tohoku_Rakuten_Golden_Eagles-Hokkaido_Nippon-Ham_Fighters,2024-06-22 14:00:00,2024,Tohoku Rakuten Golden Eagles,Hokkaido Nippon-Ham Fighters,2.0,5.0,Final,エスコンＦ
20240622-Yokohama_DeNA_BayStars-Hanshin_Tigers,2024-06-22 14:00:00,2024,Yokohama DeNA BayStars,Hanshin Tigers,5.0,2.0,Final,甲子園
20240622-Tokyo_Yakult_Swallows-Yomiuri_Giants,2024-06-22 18:00:00,2024,Tokyo Yakult Swallows,Yomiuri Giants,3.0,0.0,Final,東京ドーム
20240623-Chiba_Lotte_Marines-Fukuoka_SoftBank_Hawks,2024-06-23 13:00:00,2024,Chiba Lotte Marines,Fukuoka SoftBank Hawks,6.0,6.0,Final,みずほPayPay
20240623-Saitama_Seibu_Lions-Orix_Buffaloes,2024-06-23 13:00:00,2024,Saitama Seibu Lions,Orix Buffaloes,1.0,4.0,Final,京セラD大阪
20240623-Tohoku_Rakuten_Golden_Eagles-Hokkaido_Nippon-Ham_Fighters,2024-06-23 13:00:00,2024,Tohoku Rakuten Golden Eagles,Hokkaido Nippon-Ham Fighters,6.0,2.0,Final,エスコンＦ
20240623-Hiroshima_Toyo_Carp-Chunichi_Dragons,2024-06-23 13:30:00,2024,Hiroshima Toyo Carp,Chunichi Dragons,1.0,2.0,Final,バンテリンドーム
20240623-Tokyo_Yakult_Swallows-Yomiuri_Giants,2024-06-23 14:00:00,2024,Tokyo Yakult Swallows,Yomiuri Giants,3.0,4.0,Final,東京ドーム
20240623-Yokohama_DeNA_BayStars-Hanshin_Tigers,2024-06-23 14:00:00,2024,Yokohama DeNA BayStars,Hanshin Tigers,,,Postponed,甲子園
20240625-Chunichi_Dragons-Hanshin_Tigers,2024-06-25 18:00:00,2024,Chunichi Dragons,Hanshin Tigers,1.0,0.0,Final,倉 敷
20240625-Fukuoka_SoftBank_Hawks-Orix_Buffaloes,2024-06-25 18:00:00,2024,Fukuoka SoftBank Hawks,Orix Buffaloes,7.0,2.0,Final,京セラD大阪
20240625-Hokkaido_Nippon-Ham_Fighters-Saitama_Seibu_Lions,2024-06-25 18:00:00,2024,Hokkaido Nippon-Ham Fighters,Saitama Seibu Lions,0.0,1.0,Final,ベルーナドーム
20240625-Tohoku_Rakuten_Golden_Eagles-Chiba_Lotte_Marines,2024-06-25 18:00:00,2024,Tohoku Rakuten Golden Eagles,Chiba Lotte Marines,2.0,10.0,Final,ZOZOマリン
20240625-Tokyo_Yakult_Swallows-Hiroshima_Toyo_Carp,2024-06-25 18:00:00,2024,Tokyo Yakult Swallows,Hiroshima Toyo Carp,0.0,3.0,Final,マツダスタジアム
20240625-Yomiuri_Giants-Yokohama_DeNA_BayStars,2024-06-25 18:00:00,2024,Yomiuri Giants,Yokohama DeNA BayStars,3.0,2.0,Final,ハードオフ新潟
20240626-Chunichi_Dragons-Hanshin_Tigers,2024-06-26 18:00:00,2024,Chunichi Dragons,Hanshin Tigers,1.0,1.0,Final,甲子園
20240626-Fukuoka_SoftBank_Hawks-Orix_Buffaloes,2024-06-26 18:00:00,2024,Fukuoka SoftBank Hawks,Orix Buffaloes,5.0,1.0,Final,京セラD大阪
20240626-Hokkaido_Nippon-Ham_Fighters-Saitama_Seibu_Lions,2024-06-26 18:00:00,2024,Hokkaido Nippon-Ham Fighters,Saitama Seibu Lions,2.0,2.0,Final,県営大宮
20240626-Tohoku_Rakuten_Golden_Eagles-Chiba_Lotte_Marines,2024-06-26 18:00:00,2024,Tohoku Rakuten Golden Eagles,Chiba Lotte Marines,1.0,4.0,Final,ZOZOマリン
20240626-Tokyo_Yakult_Swallows-Hiroshima_Toyo_Carp,2024-06-26 18:00:00,2024,Tokyo Yakult Swallows,Hiroshima Toyo Carp,1.0,5.0,Final,マツダスタジアム
20240627-Chunichi_Dragons-Hanshin_Tigers,2024-06-27 18:00:00,2024,Chunichi Dragons,Hanshin Tigers,1.0,8.0,Final,甲子園
20240627-Fukuoka_SoftBank_Hawks-Orix_Buffaloes,2024-06-27 18:00:00,2024,Fukuoka SoftBank Hawks,Orix Buffaloes,1.0,3.0,Final,京セラD大阪
20240627-Tokyo_Yakult_Swallows-Hiroshima_Toyo_Carp,2024-06-27 18:00:00,2024,Tokyo Yakult Swallows,Hiroshima Toyo Carp,3.0,4.0,Final,マツダスタジアム
20240627-Yomiuri_Giants-Yokohama_DeNA_BayStars,2024-06-27 18:00:00,2024,Yomiuri Giants,Yokohama DeNA BayStars,4.0,5.0,Final,横 浜
20240628-Fukuoka_SoftBank_Hawks-Hokkaido_Nippon-Ham_Fighters,2024-06-28 18:00:00,2024,Fukuoka SoftBank Hawks,Hokkaido Nippon-Ham Fighters,5.0,1.0,Final,エスコンＦ
20240628-Hanshin_Tigers-Tokyo_Yakult_Swallows,2024-06-28 18:00:00,2024,Hanshin Tigers,Tokyo Yakult Swallows,,,Postponed,神 宮
20240628-Hiroshima_Toyo_Carp-Yomiuri_Giants,2024-06-28 18:00:00,2024,Hiroshima Toyo Carp,Yomiuri Giants,2.0,3.0,Final,東京ドーム
20240628-Orix_Buffaloes-Chiba_Lotte_Marines,2024-06-28 18:00:00,2024,Orix Buffaloes,Chiba Lotte Marines,3.0,4.0,Final,ZOZOマリン
20240628-Saitama_Seibu_Lions-Tohoku_Rakuten_Golden_Eagles,2024-06-28 18:00:00,2024,Saitama Seibu Lions,Tohoku Rakuten Golden Eagles,4.0,0.0,Final,山形市
20240628-Yokohama_DeNA_BayStars-Chunichi_Dragons,2024-06-28 18:00:00,2024,Yokohama DeNA BayStars,Chunichi Dragons,5.0,1.0,Final,バンテリンドーム
20240629-Fukuoka_SoftBank_Hawks-Hokkaido_Nippon-Ham_Fighters,2024-06-29 14:00:00,2024,Fukuoka SoftBank Hawks,Hokkaido Nippon-Ham Fighters,7.0,1.0,Final,エスコンＦ
20240629-Hanshin_Tigers-Tokyo_Yakult_Swallows,2024-06-29 14:00:00,2024,Hanshin Tigers,Tokyo Yakult Swallows,1.0,6.0,Final,神 宮
20240629-Hiroshima_Toyo_Carp-Yomiuri_Giants,2024-06-29 14:00:00,2024,Hiroshima Toyo Carp,Yomiuri Giants,2.0,1.0,Final,東京ドーム
20240629-Yokohama_DeNA_BayStars-Chunichi_Dragons,2024-06-29 14:00:00,2024,Yokohama DeNA BayStars,Chunichi Dragons,5.0,1.0,Final,バンテリンドーム
20240629-Orix_Buffaloes-Chiba_Lotte_Marines,2024-06-29 18:00:00,2024,Orix Buffaloes,Chiba Lotte Marines,5.0,3.0,Final,ZOZOマリン
20240629-Saitama_Seibu_Lions-Tohoku_Rakuten_Golden_Eagles,2024-06-29 18:00:00,2024,Saitama Seibu Lions,Tohoku Rakuten Golden Eagles,4.0,2.0,Final,楽天モバイル
20240630-Fukuoka_SoftBank_Hawks-Hokkaido_Nippon-Ham_Fighters,2024-06-30 13:00:00,2024,Fukuoka SoftBank Hawks,Hokkaido Nippon-Ham Fighters,10.0,3.0,Final,エスコンＦ
20240630-Hanshin_Tigers-Tokyo_Yakult_Swallows,2024-06-30 13:30:00,2024,Hanshin Tigers,Tokyo Yakult Swallows,5.0,6.0,Final,神 宮
20240630-Yokohama_DeNA_BayStars-Chunichi_Dragons,2024-06-30 13:30:00,2024,Yokohama DeNA BayStars,Chunichi Dragons,0.0,3.0,Final,バンテリンドーム
20240630-Hiroshima_Toyo_Carp-Yomiuri_Giants,2024-06-30 14:00:00,2024,Hiroshima Toyo Carp,Yomiuri Giants,2.0,3.0,Final,東京ドーム
20240630-Saitama_Seibu_Lions-Tohoku_Rakuten_Golden_Eagles,2024-06-30 14:00:00,2024,Saitama Seibu Lions,Tohoku Rakuten Golden Eagles,1.0,2.0,Final,楽天モバイル
20240630-Orix_Buffaloes-Chiba_Lotte_Marines,2024-06-30 18:00:00,2024,Orix Buffaloes,Chiba Lotte Marines,0.0,7.0,Final,ZOZOマリン
20240702-Chiba_Lotte_Marines-Hokkaido_Nippon-Ham_Fighters,2024-07-02 18:00:00,2024,Chiba Lotte Marines,Hokkaido Nippon-Ham Fighters,3.0,8.0,Final,エスコンＦ
20240702-Chunichi_Dragons-Yomiuri_Giants,2024-07-02 18:00:00,2024,Chunichi Dragons,Yomiuri Giants,2.0,1.0,Final,松 本
20240702-Hanshin_Tigers-Hiroshima_Toyo_Carp,2024-07-02 18:00:00,2024,Hanshin Tigers,Hiroshima Toyo Carp,3.0,0.0,Final,マツダスタジアム
20240702-Orix_Buffaloes-Tohoku_Rakuten_Golden_Eagles,2024-07-02 18:00:00,2024,Orix Buffaloes,Tohoku Rakuten Golden Eagles,4.0,1.0,Final,弘 前
20240702-Saitama_Seibu_Lions-Fukuoka_SoftBank_Hawks,2024-07-02 18:00:00,2024,Saitama Seibu Lions,Fukuoka SoftBank Hawks,2.0,3.0,Final,東京ドーム
20240702-Tokyo_Yakult_Swallows-Yokohama_DeNA_BayStars,2024-07-02 18:00:00,2024,Tokyo Yakult Swallows,Yokohama DeNA BayStars,4.0,6.0,Final,横 浜
20240703-Chiba_Lotte_Marines-Hokkaido_Nippon-Ham_Fighters,2024-07-03 18:00:00,2024,Chiba Lotte Marines,Hokkaido Nippon-Ham Fighters,9.0,6.0,Final,エスコンＦ
20240703-Chunichi_Dragons-Yomiuri_Giants,2024-07-03 18:00:00,2024,Chunichi Dragons,Yomiuri Giants,1.0,6.0,Final,前 橋
20240703-Hanshin_Tigers-Hiroshima_Toyo_Carp,2024-07-03 18:00:00,2024,Hanshin Tigers,Hiroshima Toyo Carp,2.0,1.0,Final,マツダスタジアム
20240703-Orix_Buffaloes-Tohoku_Rakuten_Golden_Eagles,2024-07-03 18:00:00,2024,Orix Buffaloes,Tohoku Rakuten Golden Eagles,,,Postponed,盛 岡
20240703-Tokyo_Yakult_Swallows-Yokohama_DeNA_BayStars,2024-07-03 18:00:00,2024,Tokyo Yakult Swallows,Yokohama DeNA BayStars,5.0,3.0,Final,横 浜
20240704-Chiba_Lotte_Marines-Hokkaido_Nippon-Ham_Fighters,2024-07-04 18:00:00,2024,Chiba Lotte Marines,Hokkaido Nippon-Ham Fighters,3.0,1.0,Final,エスコンＦ
20240704-Hanshin_Tigers-Hiroshima_Toyo_Carp,2024-07-04 18:00:00,2024,Hanshin Tigers,Hiroshima Toyo Carp,5.0,7.0,Final,マツダスタジアム
20240704-Saitama_Seibu_Lions-Fukuoka_SoftBank_Hawks,2024-07-04 18:00:00,2024,Saitama Seibu Lions,Fukuoka SoftBank Hawks,4.0,0.0,Final,みずほPayPay
20240704-Tokyo_Yakult_Swallows-Yokohama_DeNA_BayStars,2024-07-04 18:00:00,2024,Tokyo Yakult Swallows,Yokohama DeNA BayStars,0.0,3.0,Final,横 浜
20240705-Chiba_Lotte_Marines-Saitama_Seibu_Lions,2024-07-05 18:00:00,2024,Chiba Lotte Marines,Saitama Seibu Lions,6.0,3.0,Final,ベルーナドーム
20240705-Hiroshima_Toyo_Carp-Chunichi_Dragons,2024-07-05 18:00:00,2024,Hiroshima Toyo Carp,Chunichi Dragons,0.0,2.0,Final,バンテリンドーム
20240705-Tohoku_Rakuten_Golden_Eagles-Fukuoka_SoftBank_Hawks,2024-07-05 18:00:00,2024,Tohoku Rakuten Golden Eagles,Fukuoka SoftBank Hawks,5.0,1.0,Final,みずほPayPay
20240705-Yokohama_DeNA_BayStars-Hanshin_Tigers,2024-07-05 18:00:00,2024,Yokohama DeNA BayStars,Hanshin Tigers,2.0,1.0,Final,甲子園
20240705-Yomiuri_Giants-Tokyo_Yakult_Swallows,2024-07-05 18:00:00,2024,Yomiuri Giants,Tokyo Yakult Swallows,10.0,3.0,Final,神 宮
20240706-Hiroshima_Toyo_Carp-Chunichi_Dragons,2024-07-06 14:00:00,2024,Hiroshima Toyo Carp,Chunichi Dragons,1.0,2.0,Final,バンテリンドーム
20240706-Tohoku_Rakuten_Golden_Eagles-Fukuoka_SoftBank_Hawks,2024-07-06 14:00:00,2024,Tohoku Rakuten Golden Eagles,Fukuoka SoftBank Hawks,4.0,0.0,Final,みずほPayPay
20240706-Chiba_Lotte_Marines-Saitama_Seibu_Lions,2024-07-06 18:00:00,2024,Chiba Lotte Marines,Saitama Seibu Lions,4.0,3.0,Final,ベルーナドーム
20240706-Hokkaido_Nippon-Ham_Fighters-Orix_Buffaloes,2024-07-06 18:00:00,2024,Hokkaido Nippon-Ham Fighters,Orix Buffaloes,1.0,4.0,Final,ほっと神戸
20240706-Yokohama_DeNA_BayStars-Hanshin_Tigers,2024-07-06 18:00:00,2024,Yokohama DeNA BayStars,Hanshin Tigers,1.0,2.0,Final,甲子園
20240706-Yomiuri_Giants-Tokyo_Yakult_Swallows,2024-07-06 18:00:00,2024,Yomiuri Giants,Tokyo Yakult Swallows,4.0,1.0,Final,神 宮
20240707-Tohoku_Rakuten_Golden_Eagles-Fukuoka_SoftBank_Hawks,2024-07-07 13:00:00,2024,Tohoku Rakuten Golden Eagles,Fukuoka SoftBank Hawks,3.0,5.0,Final,みずほPayPay
20240707-Hiroshima_Toyo_Carp-Chunichi_Dragons,2024-07-07 13:30:00,2024,Hiroshima Toyo Carp,Chunichi Dragons,1.0,2.0,Final,バンテリンドーム
20240707-Hokkaido_Nippon-Ham_Fighters-Orix_Buffaloes,2024-07-07 14:00:00,2024,Hokkaido Nippon-Ham Fighters,Orix Buffaloes,3.0,6.0,Final,京セラD大阪
20240707-Chiba_Lotte_Marines-Saitama_Seibu_Lions,2024-07-07 17:00:00,2024,Chiba Lotte Marines,Saitama Seibu Lions,9.0,2.0,Final,ベルーナドーム
20240707-Yokohama_DeNA_BayStars-Hanshin_Tigers,2024-07-07 18:00:00,2024,Yokohama DeNA BayStars,Hanshin Tigers,5.0,6.0,Final,甲子園
20240707-Yomiuri_Giants-Tokyo_Yakult_Swallows,2024-07-07 18:00:00,2024,Yomiuri Giants,Tokyo Yakult Swallows,7.0,3.0,Final,神 宮
20240709-Chunichi_Dragons-Yokohama_DeNA_BayStars,2024-07-09 17:45:00,2024,Chunichi Dragons,Yokohama DeNA BayStars,5.0,6.0,Final,横 浜
20240709-Fukuoka_SoftBank_Hawks-Orix_Buffaloes,2024-07-09 18:00:00,2024,Fukuoka SoftBank Hawks,Orix Buffaloes,0.0,3.0,Final,京セラD大阪
20240709-Hokkaido_Nippon-Ham_Fighters-Saitama_Seibu_Lions,2024-07-09 18:00:00,2024,Hokkaido Nippon-Ham Fighters,Saitama Seibu Lions,4.0,1.0,Final,ベルーナドーム
20240709-Tohoku_Rakuten_Golden_Eagles-Chiba_Lotte_Marines,2024-07-09 18:00:00,2024,Tohoku Rakuten Golden Eagles,Chiba Lotte Marines,4.0,2.0,Final,ZOZOマリン
20240709-Tokyo_Yakult_Swallows-Hanshin_Tigers,2024-07-09 18:00:00,2024,Tokyo Yakult Swallows,Hanshin Tigers,1.0,2.0,Final,甲子園
20240709-Yomiuri_Giants-Hiroshima_Toyo_Carp,2024-07-09 18:00:00,2024,Yomiuri Giants,Hiroshima Toyo Carp,5.0,3.0,Final,マツダスタジアム
20240710-Chunichi_Dragons-Yokohama_DeNA_BayStars,2024-07-10 17:45:00,2024,Chunichi Dragons,Yokohama DeNA BayStars,0.0,3.0,Final,横 浜
20240710-Fukuoka_SoftBank_Hawks-Orix_Buffaloes,2024-07-10 18:00:00,2024,Fukuoka SoftBank Hawks,Orix Buffaloes,3.0,4.0,Final,京セラD大阪
20240710-Hokkaido_Nippon-Ham_Fighters-Saitama_Seibu_Lions,2024-07-10 18:00:00,2024,Hokkaido Nippon-Ham Fighters,Saitama Seibu Lions,6.0,1.0,Final,ベルーナドーム
20240710-Tohoku_Rakuten_Golden_Eagles-Chiba_Lotte_Marines,2024-07-10 18:00:00,2024,Tohoku Rakuten Golden Eagles,Chiba Lotte Marines,5.0,18.0,Final,ZOZOマリン
20240710-Tokyo_Yakult_Swallows-Hanshin_Tigers,2024-07-10 18:00:00,2024,Tokyo Yakult Swallows,Hanshin Tigers,1.0,4.0,Final,甲子園
20240710-Yomiuri_Giants-Hiroshima_Toyo_Carp,2024-07-10 18:00:00,2024,Yomiuri Giants,Hiroshima Toyo Carp,,,Postponed,マツダスタジアム
